* Measurement data measured by REW V5.30.2
* Source: EXCL: Microphone (Umik-1  Gain: 18dB), MICROPHONE (Master Volume), L, volume: 0.540
* Format: 256k Log Swept Sine, 1 sweep at -20.0 dBFS with no timing reference
* Dated: Jan 17, 2024 5:43:41 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: Bad Fan 4
* Smoothing: 1/48 octave
* Frequency Step: 96 ppo
* Start Frequency: 20.141602 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
20.141602 81.907 38.3321
20.287556 80.377 29.2641
20.434568 78.528 12.8094
20.582645 77.192 -17.0486
20.731796 76.981 -64.6458
20.882027 77.525 -95.4024
21.033346 78.616 -110.8362
21.185762 79.729 -120.3023
21.339283 80.209 -125.9304
21.493916 80.088 -130.3359
21.649670 79.395 -133.1398
21.806553 78.119 -134.2496
21.964573 76.260 -133.4742
22.123737 73.617 -127.8918
22.284056 70.937 -108.2558
22.445536 70.080 -58.4204
22.608185 71.082 -18.9674
22.772013 72.427 -6.1705
22.937029 73.712 -1.5777
23.103241 74.578 -0.1587
23.270657 74.854 -0.5772
23.439285 74.730 -2.9738
23.609137 74.300 -8.0133
23.780218 73.778 -16.6242
23.952539 73.449 -30.4246
24.126110 73.490 -49.0351
24.300938 74.191 -68.9314
24.477032 75.326 -86.4258
24.654402 76.445 -100.2111
24.833057 77.426 -111.7993
25.013008 78.039 -122.2363
25.194263 78.268 -133.3363
25.376831 78.130 -145.6782
25.560722 77.727 -162.0968
25.745945 77.426 177.0039
25.932510 77.403 149.4107
26.120428 77.956 122.6789
26.309708 78.906 99.8330
26.500359 79.746 83.4536
26.692390 80.309 69.9563
26.885815 80.339 59.1852
27.080641 79.741 48.8338
27.276878 78.335 39.1759
27.474539 76.411 27.7128
27.673630 74.332 8.2295
27.874165 73.901 -132.6545
28.076153 76.020 -163.0156
28.279604 78.237 -175.6874
28.484529 79.730 171.1891
28.690941 80.500 157.8257
28.898848 80.665 140.9307
29.108261 80.515 119.9779
29.319191 80.382 92.9186
29.531651 80.620 60.3164
29.745649 81.193 31.0000
29.961199 81.958 5.4260
30.178310 82.505 -14.6949
30.396996 82.706 -33.3936
30.617264 82.459 -51.8613
30.839128 81.813 -71.1912
31.062601 80.850 -95.1508
31.287693 79.872 -122.9988
31.514416 79.091 -156.2622
31.742783 78.700 171.8572
31.972803 78.406 147.2784
32.204491 77.948 127.7726
32.437859 76.987 114.9937
32.672916 75.509 107.4509
32.909679 73.744 109.0421
33.148155 72.911 118.8480
33.388359 73.370 127.0513
33.630306 74.781 124.7141
33.874004 76.040 111.6169
34.119469 77.045 91.9941
34.366711 77.874 66.2461
34.615746 78.609 40.6046
34.866585 79.102 18.2566
35.119244 79.145 -1.2405
35.373734 78.428 -15.7169
35.630066 76.915 -24.5134
35.888256 75.500 -14.5717
36.148315 76.589 71.8892
36.410259 79.145 82.7163
36.674103 81.631 76.9167
36.939857 83.038 66.8962
37.207539 83.477 55.7977
37.477161 82.988 43.7620
37.748737 81.605 29.2988
38.022282 79.410 9.6317
38.297806 77.311 -33.3350
38.575329 76.691 -132.6503
38.854862 77.721 -168.6385
39.136421 78.839 170.9420
39.420021 79.405 154.8315
39.705673 79.453 141.1730
39.993397 79.142 130.4000
40.283207 78.673 124.0953
40.575115 78.279 123.0231
40.869141 78.069 125.7571
41.165295 77.910 130.7626
41.463596 77.594 137.5406
41.764057 77.017 147.6274
42.066696 76.425 164.4097
42.371529 76.412 -173.0243
42.678570 76.997 -152.9131
42.987835 77.708 -138.9849
43.299343 78.107 -128.8960
43.613110 78.063 -120.0042
43.929150 77.612 -111.4232
44.247478 76.718 -103.8444
44.568115 75.279 -96.2767
44.891075 74.169 -74.1257
45.216373 75.281 25.9523
45.544029 77.982 43.3735
45.874062 80.267 41.6023
46.206486 81.405 35.3271
46.541317 81.401 26.6908
46.878574 80.308 15.8246
47.218277 78.223 0.8591
47.560440 75.627 -24.6682
47.905083 74.283 -59.3673
48.252224 75.697 -74.7858
48.601879 78.310 -77.3688
48.954067 80.549 -80.4688
49.308807 81.853 -86.6987
49.666119 82.072 -95.7749
50.026020 81.175 -108.0170
50.388531 79.254 -126.3909
50.753666 76.800 -162.8452
51.121449 74.924 140.5560
51.491894 74.502 114.2994
51.865025 75.415 108.8223
52.240860 77.111 105.8120
52.619419 78.958 98.0508
53.000721 80.514 82.4879
53.384785 81.597 63.5082
53.771633 82.114 44.8617
54.161285 81.982 28.4590
54.553761 81.206 14.6152
54.949081 80.037 2.7877
55.347263 79.204 -8.4730
55.748333 79.587 -21.0345
56.152309 80.962 -34.5706
56.559212 82.323 -47.4169
56.969063 83.010 -59.1033
57.381886 82.738 -69.9199
57.797699 81.374 -80.3759
58.216526 78.865 -91.8251
58.638386 75.340 -111.4550
59.063305 71.564 -174.9650
59.491302 69.489 148.0430
59.922401 69.770 148.3298
60.356625 70.318 151.5918
60.793995 69.888 152.9396
61.234531 68.376 155.8424
61.678261 66.495 162.7220
62.125206 65.491 162.4872
62.575390 65.690 140.4950
63.028835 66.674 81.8594
63.485569 68.074 17.0637
63.945610 69.076 -14.4675
64.408989 68.983 -29.6022
64.875725 67.955 -27.5317
65.345840 67.324 -3.4388
65.819366 67.653 10.5732
66.296318 67.721 11.7583
66.776726 67.924 31.8871
67.260620 69.751 78.4292
67.748016 71.943 81.1483
68.238945 72.953 74.1578
68.733429 72.776 75.2002
69.231499 72.923 112.8579
69.733177 74.497 153.5670
70.238495 76.049 160.9647
70.747475 76.641 162.3026
71.260139 76.469 164.6797
71.776520 76.023 167.9100
72.296638 75.561 169.3901
72.820526 75.022 169.9103
73.348213 74.364 174.5875
73.879723 73.966 -169.2810
74.415085 74.525 -141.7582
74.954330 75.791 -123.6893
75.497482 76.658 -120.1509
76.044571 76.453 -123.9760
76.595619 74.993 -129.2496
77.150665 72.412 -129.4113
77.709732 69.337 -114.8308
78.272850 67.250 -78.0144
78.840050 67.666 -29.8960
79.411354 69.319 -6.9393
79.986801 70.243 2.4635
80.566422 70.066 11.9170
81.150238 69.364 19.7435
81.738289 69.186 3.8610
82.330597 70.391 -102.2063
82.927200 71.819 -130.5623
83.528122 71.948 -141.2565
84.133400 70.498 -140.1372
84.743065 68.440 -111.1650
85.357147 67.090 -87.1016
85.975677 66.293 -83.2808
86.598694 66.572 -4.7367
87.226227 68.499 49.2191
87.858307 70.619 65.2255
88.494965 72.296 88.8771
89.136238 73.255 110.0986
89.782158 73.267 134.0039
90.432755 72.849 -178.9480
91.088066 72.526 -135.2170
91.748131 71.968 -98.7787
92.412979 71.456 -32.3673
93.082642 71.093 10.8097
93.757156 70.119 39.1761
94.436562 68.459 81.2675
95.120888 66.947 171.9810
95.810173 66.299 -118.8198
96.504456 66.073 -69.5146
97.203766 65.720 -22.1266
97.908142 64.874 15.0615
98.617622 63.712 65.0969
99.332245 63.233 86.7870
100.052048 63.722 27.1524
100.777069 64.251 -11.1372
101.507339 63.758 -6.6073
102.242905 62.771 40.9422
102.983795 61.877 55.5322
103.730057 61.223 42.9904
104.481728 62.025 31.7518
105.238846 63.285 24.8945
106.001450 63.754 30.1216
106.769577 64.314 101.4897
107.543274 64.982 96.9945
108.322578 64.650 74.4074
109.107529 63.316 72.2188
109.898170 62.312 117.2783
110.694534 62.208 143.4763
111.496674 61.991 156.9999
112.304626 61.048 165.2794
113.118431 59.554 -170.5571
113.938133 59.345 -78.6653
114.763779 61.029 -73.3563
115.595406 62.838 -84.1988
116.433060 63.678 -95.3608
117.276779 63.891 -60.2532
118.126617 64.140 -12.0521
118.982613 63.502 -17.0015
119.844810 61.549 -12.3121
120.713257 59.735 121.8313
121.587997 59.785 131.9131
122.469070 61.368 -154.9859
123.356529 62.753 -144.3871
124.250420 62.605 -149.1853
125.150787 61.253 -82.8536
126.057678 59.834 -15.4678
126.971146 58.955 29.5637
127.891228 58.624 72.4955
128.817978 58.905 175.0356
129.751450 59.448 -147.9196
130.691681 59.309 -131.2084
131.638733 59.004 25.5344
132.592636 59.654 98.4656
133.553452 60.382 120.8794
134.521240 60.067 123.4874
135.496033 59.524 -25.0495
136.477890 59.450 -31.4404
137.466858 58.803 -26.9816
138.462997 57.692 112.9454
139.466354 57.193 -177.4429
140.476990 57.570 -120.4393
141.494949 58.236 22.6490
142.520279 58.610 55.1597
143.553040 58.209 76.2921
144.593277 57.468 57.4699
145.641052 56.863 -39.6922
146.696426 55.884 -42.3477
147.759445 55.082 -84.5154
148.830170 55.968 -106.5256
149.908661 57.343 -82.4296
150.994965 57.626 -83.8508
152.089142 56.561 -120.4949
153.191238 55.093 -139.9596
154.301331 54.581 -137.8323
155.419464 55.496 -155.9554
156.545700 56.893 -167.6060
157.680099 57.246 173.6816
158.822708 56.483 121.8993
159.973602 55.491 96.6991
161.132843 54.639 133.3252
162.300476 53.821 -155.7785
163.476578 52.273 -140.3271
164.661194 50.387 -114.7479
165.854401 50.846 -116.0480
167.056244 53.292 -119.1113
168.266800 55.357 -99.3304
169.486130 56.269 -86.2814
170.714294 55.663 -86.7764
171.951355 54.464 -86.8751
173.197388 54.687 -68.9257
174.452454 55.934 -25.4704
175.716614 56.249 -16.7611
176.989929 55.078 -0.4107
178.272476 53.293 37.1095
179.564316 51.786 140.2316
180.865509 50.850 102.3466
182.176132 50.624 114.8751
183.496262 51.091 55.7355
184.825958 52.204 -8.9936
186.165283 53.238 41.0067
187.514313 53.673 60.9960
188.873123 53.558 76.9658
190.241776 53.551 130.6909
191.620346 53.201 152.9995
193.008911 51.912 -158.1475
194.407532 50.533 -55.3688
195.816284 50.570 34.4801
197.235245 51.485 76.9438
198.664490 51.785 64.6296
200.104095 51.869 -78.5317
201.554138 52.311 -86.0641
203.014679 52.556 -58.1940
204.485809 52.038 -54.0803
205.967590 50.597 -83.7822
207.460114 49.272 -80.6897
208.963455 48.571 -57.4290
210.477692 47.980 -41.2178
212.002899 47.337 -38.3485
213.539154 46.902 -137.7743
215.086548 47.657 -88.5370
216.645157 49.414 -62.3997
218.215057 51.103 -65.4375
219.796341 52.562 -68.2019
221.389069 53.567 -66.1764
222.993347 54.216 -12.7858
224.609253 54.889 34.6758
226.236862 55.705 -3.9526
227.876266 56.533 -48.5834
229.527557 56.388 -157.7676
231.190811 54.824 153.2532
232.866119 52.766 -17.5541
234.553558 52.409 -56.1252
236.253235 53.928 -61.6121
237.965225 54.813 -73.2099
239.689621 54.084 -88.7085
241.426514 52.746 -92.7817
243.175995 52.108 -16.0791
244.938141 51.826 -22.8663
246.713058 51.316 -54.2269
248.500839 51.078 -80.2239
250.301575 51.087 -66.3178
252.115356 51.523 -72.2225
253.942291 52.056 -126.7858
255.782455 51.462 -163.0395
257.635956 50.500 156.7961
259.502899 51.348 150.7324
261.383362 53.154 173.2239
263.277466 54.487 -172.2134
265.185272 54.907 -172.1759
267.106903 54.813 -146.2332
269.042480 54.875 -141.4526
270.992065 54.849 15.3181
272.955780 54.505 -88.8104
274.933716 53.810 -100.1592
276.925995 53.203 -110.7664
278.932709 52.864 -117.4373
280.953979 52.242 -120.7111
282.989899 51.811 -49.3093
285.040558 51.802 -38.0066
287.106079 51.753 -90.5298
289.186554 51.505 -150.1763
291.282104 50.911 -120.7726
293.392853 50.720 -100.9495
295.518890 50.903 -106.8855
297.660339 50.389 -67.5189
299.817322 49.152 -12.0781
301.989929 48.105 11.7369
304.178284 48.469 19.8484
306.382477 49.605 -179.4951
308.602661 50.523 175.4907
310.838928 50.873 -175.6729
313.091400 50.864 -167.6174
315.360199 51.369 -178.0067
317.645416 52.269 -171.7800
319.947205 52.853 -128.1199
322.265686 52.988 -129.6597
324.600952 52.606 -146.2611
326.953156 52.007 -150.4707
329.322388 51.228 -142.6155
331.708801 50.090 -150.8569
334.112488 49.290 -131.6139
336.533600 49.510 -130.8335
338.972260 50.004 -149.2839
341.428589 50.545 174.7542
343.902710 51.680 172.1077
346.394775 53.464 105.7317
348.904907 54.650 -4.8191
351.433228 54.764 84.7228
353.979858 54.994 70.3939
356.544952 55.989 19.5704
359.128632 56.738 12.4699
361.731018 56.918 16.5729
364.352264 56.642 11.9221
