* Measurement data measured by REW V5.30.2
* Source: EXCL: Microphone (Umik-1  Gain: 18dB), MICROPHONE (Master Volume), L, volume: 0.540
* Format: 256k Log Swept Sine, 1 sweep at -20.0 dBFS with no timing reference
* Dated: Jan 11, 2024 5:35:10 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: measured 0.5 m away from mic; measured 0.5m away from mic
* Measurement: Fan 1
* Smoothing: 1/48 octave
* Frequency Step: 96 ppo
* Start Frequency: 20.141602 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
20.141602 49.711 -158.6866
20.287556 48.423 -158.7980
20.434568 46.822 -157.2715
20.582645 45.278 -150.4620
20.731796 44.091 -134.9763
20.882027 43.999 -117.6071
21.033346 45.462 -107.7207
21.185762 47.537 -105.1787
21.339283 49.304 -107.9755
21.493916 50.797 -113.3229
21.649670 51.975 -118.8841
21.806553 52.819 -125.4179
21.964573 53.327 -131.4624
22.123737 53.495 -137.1689
22.284056 53.288 -142.9206
22.445536 52.656 -147.7158
22.608185 51.545 -152.6393
22.772013 49.718 -156.8027
22.937029 47.093 -160.2488
23.103241 44.548 -163.0577
23.270657 42.753 -144.4669
23.439285 42.469 3.1217
23.609137 44.129 3.1898
23.780218 46.141 2.1265
23.952539 47.087 2.1917
24.126110 47.254 2.8760
24.300938 46.857 5.7070
24.477032 45.990 11.0158
24.654402 44.884 19.1236
24.833057 43.633 31.7575
25.013008 42.470 46.0611
25.194263 41.398 62.6992
25.376831 40.249 81.1175
25.560722 39.297 106.9525
25.745945 39.647 146.1611
25.932510 41.234 -179.8215
26.120428 43.251 -165.1067
26.309708 45.260 -158.8849
26.500359 46.607 -158.3672
26.692390 47.298 -160.7200
26.885815 47.372 -165.9421
27.080641 46.901 -174.4564
27.276878 45.988 172.2128
27.474539 45.099 150.8541
27.673630 44.820 120.3454
27.874165 45.247 90.9740
28.076153 46.293 70.2193
28.279604 47.277 57.3017
28.484529 47.943 48.2506
28.690941 48.246 41.4411
28.898848 48.232 35.2515
29.108261 48.029 28.2625
29.319191 47.828 18.8229
29.531651 47.864 5.2177
29.745649 48.437 -12.8131
29.961199 49.611 -32.6609
30.178310 51.109 -50.6260
30.396996 52.664 -65.1765
30.617264 53.963 -77.4764
30.839128 54.887 -87.7909
31.062601 55.355 -97.7341
31.287693 55.303 -107.0063
31.514416 54.671 -116.6368
31.742783 53.380 -127.3034
31.972803 51.374 -140.0982
32.204491 49.012 -163.1905
32.437859 47.710 128.2183
32.672916 48.103 67.0992
32.909679 49.708 46.6813
33.148155 50.812 36.3760
33.388359 51.244 29.3754
33.630306 51.036 24.8506
33.874004 50.419 22.9248
34.119469 49.632 22.6306
34.366711 48.925 23.2017
34.615746 48.457 21.1781
34.866585 48.140 15.5895
35.119244 47.821 5.2703
35.373734 47.299 -8.4038
35.630066 46.397 -23.5363
35.888256 44.974 -40.2790
36.148315 42.965 -58.4512
36.410259 41.876 -105.2620
36.674103 42.752 121.8793
36.939857 45.047 103.4850
37.207539 46.669 92.8161
37.477161 47.286 85.3019
37.748737 46.844 80.3397
38.022282 45.402 80.8059
38.297806 43.361 92.3947
38.575329 41.826 120.9153
38.854862 41.426 148.8085
39.136421 41.371 160.0445
39.420021 40.362 165.3639
39.705673 38.557 176.9598
39.993397 37.504 -111.3877
40.283207 38.601 -64.1331
40.575115 39.793 -59.4414
40.869141 39.752 -59.2136
41.165295 38.264 -57.2211
41.463596 36.038 -41.3519
41.764057 34.586 43.8895
42.066696 35.011 75.7407
42.371529 35.470 90.1949
42.678570 36.542 127.8697
42.987835 38.922 179.5075
43.299343 41.812 -165.6722
43.613110 43.934 -165.0540
43.929150 45.035 -169.8866
44.247478 45.202 -178.3005
44.568115 44.556 169.3196
44.891075 43.305 151.0766
45.216373 41.784 125.4355
45.544029 40.283 97.8105
45.874062 38.825 79.4006
46.206486 37.397 77.3609
46.541317 36.791 98.9859
46.878574 37.956 124.7198
47.218277 39.560 130.7547
47.560440 40.470 124.6577
47.905083 40.658 109.9845
48.252224 40.641 86.1971
48.601879 41.032 58.4040
48.954067 41.870 37.8857
49.308807 42.708 26.4585
49.666119 43.102 20.1165
50.026020 42.752 15.5606
50.388531 41.494 11.0394
50.753666 39.926 6.5490
51.121449 40.152 173.7806
51.491894 42.165 167.9774
51.865025 43.893 158.4668
52.240860 44.421 146.7503
52.619419 43.728 131.6340
53.000721 42.075 108.1395
53.384785 40.318 52.5614
53.771633 39.577 -22.6187
54.161285 39.431 -56.1620
54.553761 38.781 -79.8759
54.949081 37.320 -108.2246
55.347263 35.768 -171.5161
55.748333 35.220 120.3052
56.152309 35.239 97.8705
56.559212 34.734 91.1801
56.969063 33.515 95.4644
57.381886 31.944 110.8383
57.797699 30.578 139.7432
58.216526 30.408 177.4536
58.638386 31.690 -169.0082
59.063305 33.313 176.3079
59.491302 34.802 137.1747
59.922401 36.032 95.0704
60.356625 36.498 66.8566
60.793995 35.817 48.3085
61.234531 34.625 49.0804
61.678261 34.927 135.2817
62.125206 36.648 126.2913
62.575390 37.996 96.9120
63.028835 38.481 62.6480
63.485569 38.031 29.7333
63.945610 36.540 -1.4020
64.408989 34.154 -42.0640
64.875725 31.901 -108.5605
65.345840 32.016 -124.0505
65.819366 34.713 -105.6473
66.296318 37.435 -101.9910
66.776726 38.933 -105.7286
67.260620 39.083 -107.7438
67.748016 38.269 -100.9368
68.238945 37.289 -82.9592
68.733429 36.564 -68.7910
69.231499 35.581 -69.8611
69.733177 34.536 -105.0040
70.238495 34.821 171.2859
70.747475 35.884 152.8652
71.260139 36.446 146.9553
71.776520 37.239 147.4805
72.296638 39.406 -53.1318
72.820526 41.581 -63.8143
73.348213 42.485 -83.0228
73.879723 42.206 -119.3167
74.415085 41.422 -176.6584
74.954330 40.708 137.4343
75.497482 40.893 -31.4733
76.044571 42.121 -56.5393
76.595619 43.292 -52.3536
77.150665 44.476 -28.8345
77.709732 45.581 -13.0498
78.272850 45.608 -14.0576
78.840050 44.152 -28.8884
79.411354 42.097 -84.7689
79.986801 41.432 -126.9965
80.566422 42.179 -130.9845
81.150238 42.737 -135.7351
81.738289 43.239 -176.6917
82.330597 44.403 29.6479
82.927200 45.340 2.5087
83.528122 45.821 -75.8369
84.133400 46.178 -139.7903
84.743065 45.916 -150.0743
85.357147 45.423 -125.8759
85.975677 45.719 -102.0331
86.598694 46.109 -119.3344
87.226227 46.383 179.4106
87.858307 46.744 141.1305
88.494965 46.687 133.9498
89.136238 45.928 137.2726
89.782158 44.289 139.1676
90.432755 41.532 131.0441
91.088066 37.890 73.2281
91.748131 34.651 5.0969
92.412979 34.318 16.8054
93.082642 36.188 11.1078
93.757156 37.602 -8.3396
94.436562 37.959 -28.1718
95.120888 37.694 -46.7772
95.810173 37.608 -60.5992
96.504456 37.974 -60.3213
97.203766 38.474 -43.2916
97.908142 38.797 -15.6940
98.617622 38.811 19.2485
99.332245 38.828 50.2052
100.052048 39.427 59.8457
100.777069 41.073 -117.9473
101.507339 42.681 -132.0540
102.242905 43.226 -160.4526
102.983795 42.980 149.9907
103.730057 42.294 106.7261
104.481728 41.114 69.3833
105.238846 39.809 27.1597
106.001450 39.231 14.2771
106.769577 39.717 23.9021
107.543274 40.340 16.7869
108.322578 40.307 -19.8035
109.107529 39.805 -81.5286
109.898170 39.336 -178.2056
110.694534 38.954 133.4653
111.496674 38.015 117.0420
112.304626 37.521 84.4983
113.118431 39.054 36.1824
113.938133 40.534 26.1079
114.763779 40.645 23.3862
115.595406 41.315 61.3230
116.433060 44.809 111.0356
117.276779 49.318 -159.5042
118.126617 53.114 -145.2852
118.982613 55.502 -142.6624
119.844810 56.195 -141.3474
120.713257 55.140 -137.0771
121.587997 52.763 -115.3140
122.469070 50.236 -78.4954
123.356529 48.379 -72.3452
124.250420 46.285 -78.6733
125.150787 43.178 -81.8418
126.057678 39.670 -45.6008
126.971146 37.623 -80.3801
127.891228 37.787 63.6655
128.817978 38.800 89.7371
129.751450 39.702 121.4004
130.691681 40.703 129.5259
131.638733 41.857 21.2180
132.592636 42.366 9.8508
133.553452 41.447 6.1121
134.521240 39.930 -3.1450
135.496033 39.875 -1.7761
136.477890 40.498 -2.0908
137.466858 40.066 -13.2170
138.462997 39.144 -25.9736
139.466354 39.159 -10.8293
140.476990 39.717 -4.2483
141.494949 40.078 -29.8831
142.520279 41.097 -86.2622
143.553040 42.108 -112.3167
144.593277 41.974 -116.7114
145.641052 41.254 -102.6479
146.696426 41.169 -32.9797
147.759445 41.844 -20.3232
148.830170 42.304 -85.6904
149.908661 42.192 -98.2954
150.994965 41.990 60.1604
152.089142 42.189 74.8242
153.191238 43.228 67.2532
154.301331 45.067 34.6592
155.419464 47.032 29.9280
156.545700 47.882 23.8455
157.680099 46.999 12.1458
158.822708 45.404 20.5295
159.973602 45.316 68.6404
161.132843 46.391 95.7810
162.300476 46.993 95.8264
163.476578 47.398 77.7112
164.661194 47.795 47.7148
165.854401 47.471 -70.7866
167.056244 46.227 -115.9209
168.266800 44.537 -66.2253
169.486130 43.632 -47.8411
170.714294 43.426 -46.8340
171.951355 42.951 -34.5081
173.197388 42.911 100.8337
174.452454 43.529 -124.5449
175.716614 43.766 -86.1528
176.989929 43.243 -119.2102
178.272476 42.807 152.6895
179.564316 42.105 131.1309
180.865509 40.423 106.1021
182.176132 39.092 32.5066
183.496262 39.531 42.6372
184.825958 41.174 2.4529
186.165283 43.182 -45.2888
187.514313 44.181 -64.7302
188.873123 43.829 -61.0134
190.241776 43.283 -5.0071
191.620346 42.994 3.4294
193.008911 42.908 -6.8855
194.407532 44.335 -51.6604
195.816284 46.847 -67.2290
197.235245 48.567 -55.0293
198.664490 48.842 -31.0310
200.104095 48.109 8.7075
201.554138 46.799 -0.8628
203.014679 45.060 -25.6375
204.485809 43.655 -62.6194
205.967590 43.406 -52.1035
207.460114 43.832 -49.9600
208.963455 44.613 -46.8374
210.477692 45.339 -19.6958
212.002899 45.442 -15.4575
213.539154 45.526 -29.4153
215.086548 45.745 -52.1724
216.645157 45.033 -45.8149
218.215057 43.433 -15.3535
219.796341 42.248 -31.5042
221.389069 42.404 -31.9160
222.993347 42.963 -14.3789
224.609253 43.365 -1.7869
226.236862 43.770 -16.9822
227.876266 44.212 -29.6111
229.527557 44.219 -27.1604
231.190811 43.996 -27.1008
232.866119 44.107 -6.5837
234.553558 44.842 -5.6396
236.253235 45.608 -8.6924
237.965225 46.177 -8.7429
239.689621 47.135 -65.3992
241.426514 48.187 -60.8176
243.175995 48.987 -57.0679
244.938141 49.441 -64.4944
246.713058 49.385 -60.1162
248.500839 48.926 -46.0022
250.301575 48.075 -57.0393
252.115356 46.894 -89.2676
253.942291 45.955 -119.8850
255.782455 45.767 -100.6870
257.635956 46.185 -80.2588
259.502899 47.154 -87.0125
261.383362 48.423 -72.0244
263.277466 49.249 -59.4031
265.185272 49.005 -68.0830
267.106903 48.069 -36.6443
269.042480 47.496 -24.9907
270.992065 47.273 -27.7673
272.955780 47.481 -64.0754
274.933716 48.379 -85.8569
276.925995 49.508 -75.8369
278.932709 50.324 -70.3936
280.953979 50.399 -69.1162
282.989899 49.729 -71.0513
285.040558 49.296 -87.4067
287.106079 50.716 -90.6040
289.186554 53.199 -91.9016
291.282104 54.874 -89.2222
293.392853 54.794 -92.2493
295.518890 53.088 -104.3918
297.660339 51.149 -113.2024
299.817322 50.680 -111.7310
301.989929 51.738 -112.3833
304.178284 53.144 -109.7542
306.382477 54.079 -116.3628
308.602661 54.057 -137.1743
310.838928 52.873 -160.0513
313.091400 51.020 -155.0388
315.360199 49.922 -128.1006
317.645416 50.334 -108.4270
319.947205 50.997 -124.5378
322.265686 50.918 -143.9875
324.600952 50.264 -148.0156
326.953156 49.203 -142.6411
329.322388 48.563 -123.1672
331.708801 49.828 -121.3933
334.112488 52.368 -134.1177
336.533600 54.433 -130.8008
338.972260 55.514 -106.0288
341.428589 55.696 -103.9834
343.902710 55.377 -110.6343
346.394775 55.251 -103.6865
348.904907 55.120 -136.1228
351.433228 54.483 -134.7295
353.979858 53.604 -131.4512
356.544952 53.313 -138.0349
