* Measurement data measured by REW V5.30.2
* Source: EXCL: Microphone (Umik-1  Gain: 18dB), MICROPHONE (Master Volume), L, volume: 0.540
* Format: 256k Log Swept Sine, 1 sweep at -20.0 dBFS with no timing reference
* Dated: Jan 11, 2024 5:46:02 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: measured 0.5 m away from mic; 
* Measurement: Fan 4
* Smoothing: 1/48 octave
* Frequency Step: 96 ppo
* Start Frequency: 20.141602 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
20.141602 56.505 -102.9242
20.287556 55.163 -105.0331
20.434568 53.435 -109.7483
20.582645 51.344 -117.9866
20.731796 48.821 -139.5487
20.882027 47.269 168.8090
21.033346 47.959 130.8000
21.185762 49.607 117.4945
21.339283 50.710 115.1830
21.493916 51.370 117.6957
21.649670 51.840 123.7186
21.806553 52.188 134.1044
21.964573 52.633 145.6874
22.123737 53.362 156.5139
22.284056 54.164 165.5675
22.445536 54.771 171.0638
22.608185 55.120 174.5241
22.772013 55.006 175.6662
22.937029 54.368 175.4270
23.103241 52.996 174.5504
23.270657 50.622 170.8991
23.439285 48.563 161.5958
23.609137 48.360 53.7599
23.780218 49.693 2.3769
23.952539 51.835 -6.1427
24.126110 54.013 -11.5409
24.300938 55.284 -16.4742
24.477032 55.785 -21.8872
24.654402 55.689 -27.4861
24.833057 55.000 -34.7482
25.013008 53.715 -43.1909
25.194263 51.912 -56.2268
25.376831 49.954 -75.5872
25.560722 48.128 -110.9843
25.745945 47.254 -150.3044
25.932510 47.205 -179.5894
26.120428 46.829 163.3325
26.309708 45.965 147.7515
26.500359 44.686 129.7879
26.692390 43.914 67.7213
26.885815 45.496 -8.2032
27.080641 48.135 -27.9681
27.276878 50.161 -37.2583
27.474539 51.568 -43.4041
27.673630 52.264 -47.6946
27.874165 52.409 -50.4365
28.076153 52.111 -51.3427
28.279604 51.595 -50.5673
28.484529 51.015 -47.6681
28.690941 50.675 -44.6432
28.898848 50.633 -42.2679
29.108261 50.837 -43.0291
29.319191 51.115 -46.2537
29.531651 51.281 -52.2796
29.745649 51.175 -59.1279
29.961199 50.694 -67.1694
30.178310 49.665 -74.5164
30.396996 47.942 -81.9965
30.617264 45.259 -88.0444
30.839128 42.474 -93.4620
31.062601 40.588 72.5612
31.287693 40.764 75.3779
31.514416 41.730 75.2975
31.742783 41.623 82.2982
31.972803 42.142 113.9534
32.204491 43.987 168.7637
32.437859 46.722 -173.2774
32.672916 49.038 -169.4710
32.909679 50.243 -170.3515
33.148155 50.340 -173.2589
33.388359 49.427 -178.1419
33.630306 48.004 169.2762
33.874004 48.593 56.7089
34.119469 50.981 15.8792
34.366711 53.806 8.6666
34.615746 55.802 5.7003
34.866585 56.961 4.4255
35.119244 57.388 4.4930
35.373734 57.186 6.2008
35.630066 56.410 9.6616
35.888256 55.105 15.7134
36.148315 53.326 25.1710
36.410259 51.177 39.3560
36.674103 48.908 62.0256
36.939857 47.005 98.2499
37.207539 46.348 141.4380
37.477161 46.775 171.4614
37.748737 47.574 -170.9900
38.022282 47.957 -160.4525
38.297806 47.609 -153.8659
38.575329 46.374 -148.9656
38.854862 44.209 -143.6735
39.136421 41.389 -128.4811
39.420021 40.093 -26.1098
39.705673 40.856 2.4620
39.993397 42.213 3.8309
40.283207 42.695 -0.7358
40.575115 42.315 -8.9608
40.869141 41.309 -19.8044
41.165295 39.899 -31.6664
41.463596 38.293 -40.6918
41.764057 36.764 -41.3962
42.066696 35.827 -31.5771
42.371529 35.853 -20.6870
42.678570 36.385 -19.6110
42.987835 37.284 -34.0782
43.299343 39.007 -73.6718
43.613110 41.686 -118.0472
43.929150 44.418 -142.1971
44.247478 46.479 -157.0023
44.568115 47.690 -168.6884
44.891075 48.012 -179.2513
45.216373 47.422 170.8305
45.544029 45.877 162.2120
45.874062 43.399 158.2183
46.206486 40.603 174.5138
46.541317 39.326 -131.4102
46.878574 40.244 -113.2513
47.218277 41.075 -110.9478
47.560440 41.192 -105.8135
47.905083 41.240 -92.3251
48.252224 41.830 -77.4036
48.601879 42.477 -71.8319
48.954067 42.410 -76.2541
49.308807 41.475 -92.2532
49.666119 40.693 -145.5558
50.026020 41.153 143.8814
50.388531 42.139 121.4543
50.753666 42.545 111.7122
51.121449 42.328 106.2577
51.491894 42.194 99.7343
51.865025 42.891 85.3818
52.240860 44.380 63.2349
52.619419 45.968 42.0688
53.000721 47.032 26.2263
53.384785 47.256 15.0785
53.771633 46.549 7.7896
54.161285 44.949 3.8439
54.553761 42.586 1.6367
54.949081 39.858 -4.5215
55.347263 38.416 -116.0157
55.748333 39.650 -171.0350
56.152309 41.223 176.9563
56.559212 41.563 168.1016
56.969063 40.646 165.3923
57.381886 39.558 176.3201
57.797699 39.976 -171.4440
58.216526 41.389 178.8557
58.638386 42.525 150.7302
59.063305 43.105 111.6370
59.491302 43.126 69.9128
59.922401 42.573 26.2134
60.356625 41.591 -26.9119
60.793995 40.385 -82.2773
61.234531 38.953 -122.4510
61.678261 37.729 -159.8396
62.125206 37.765 15.8695
62.575390 38.239 -1.5636
63.028835 37.565 -12.5062
63.485569 35.402 -13.5100
63.945610 32.475 6.6606
64.408989 30.056 26.4545
64.875725 28.981 26.2482
65.345840 30.476 54.7408
65.819366 33.734 78.6631
66.296318 36.413 74.0497
66.776726 37.555 67.7140
67.260620 37.001 65.5912
67.748016 35.034 73.7039
68.238945 32.824 95.7142
68.733429 32.956 85.0244
69.231499 35.848 25.7791
69.733177 38.918 9.6475
70.238495 40.916 2.8832
70.747475 41.625 -4.1710
71.260139 41.022 -13.8607
71.776520 39.197 -24.2397
72.296638 36.870 -12.2063
72.820526 36.013 68.1614
73.348213 36.841 77.6423
73.879723 38.293 109.3409
74.415085 40.447 157.0275
74.954330 42.303 166.0660
75.497482 43.694 -173.7993
76.044571 45.640 -64.4087
76.595619 47.391 -56.7277
77.150665 48.070 -48.3843
77.709732 48.723 -1.6053
78.272850 50.014 34.8710
78.840050 50.578 40.7748
79.411354 49.755 45.8211
79.986801 48.196 60.2601
80.566422 46.816 70.1777
81.150238 45.354 62.6384
81.738289 43.281 46.1896
82.330597 41.246 -154.8510
82.927200 39.993 -162.1808
83.528122 39.496 -137.7708
84.133400 40.154 -100.6864
84.743065 40.770 -111.5634
85.357147 40.653 -160.7597
85.975677 40.250 145.3056
86.598694 39.619 132.3098
87.226227 39.277 138.8592
87.858307 40.095 135.2684
88.494965 41.515 109.5225
89.136238 42.434 88.7595
89.782158 42.204 83.9790
90.432755 41.077 106.2820
91.088066 40.152 153.3433
91.748131 39.327 166.2576
92.412979 37.668 155.5087
93.082642 35.795 91.4805
93.757156 36.109 -4.2334
94.436562 38.761 -39.7720
95.120888 41.445 -50.4885
95.810173 43.090 -48.7605
96.504456 43.718 -35.5149
97.203766 44.039 -9.2586
97.908142 44.428 5.3749
98.617622 44.288 -2.8465
99.332245 43.263 -25.2621
100.052048 42.039 -31.2459
100.777069 42.154 53.0392
101.507339 42.994 58.5809
102.242905 42.804 60.1969
102.983795 41.580 67.8681
103.730057 40.546 62.7632
104.481728 40.802 32.3375
105.238846 41.552 17.3254
106.001450 41.583 21.3560
106.769577 40.627 33.1360
107.543274 38.857 38.5909
108.322578 37.267 1.5594
109.107529 37.552 -141.6039
109.898170 38.677 -166.7538
110.694534 39.128 176.6243
111.496674 39.115 171.5505
112.304626 39.818 161.5239
113.118431 41.391 83.8298
113.938133 42.916 -14.3517
114.763779 43.638 -52.4301
115.595406 43.901 -52.3716
116.433060 44.832 26.8909
117.276779 46.713 20.7726
118.126617 49.378 76.7441
118.982613 51.792 78.2867
119.844810 52.753 57.1013
120.713257 51.905 26.5160
121.587997 49.571 -35.0948
122.469070 46.538 -82.0710
123.356529 44.136 -86.0275
124.250420 43.032 -121.1779
125.150787 42.442 149.1877
126.057678 41.764 46.4910
126.971146 40.943 -38.6890
127.891228 39.784 -71.2507
128.817978 38.934 155.3643
129.751450 39.332 -131.4147
130.691681 40.454 -71.5187
131.638733 40.835 -57.6433
132.592636 40.399 -5.5471
133.553452 40.061 100.1919
134.521240 39.550 108.9022
135.496033 38.836 -40.7642
136.477890 38.726 -49.0996
137.466858 39.758 -109.3383
138.462997 41.530 165.7623
139.466354 42.339 159.8081
140.476990 41.568 143.8312
141.494949 40.284 110.4874
142.520279 40.163 108.4813
143.553040 40.642 109.1995
144.593277 40.521 78.0895
145.641052 40.224 10.7253
146.696426 40.748 -84.2114
147.759445 42.641 -68.6274
148.830170 44.883 -16.1245
149.908661 46.133 3.0964
150.994965 45.877 10.7731
152.089142 44.763 -154.4849
153.191238 44.162 -147.1948
154.301331 44.560 162.0503
155.419464 44.816 78.6882
156.545700 43.971 12.1931
157.680099 42.162 -126.9485
158.822708 40.480 90.9712
159.973602 40.430 72.0039
161.132843 41.531 54.2908
162.300476 42.850 20.7881
163.476578 44.000 11.3804
164.661194 44.868 26.6143
165.854401 45.112 23.9609
167.056244 45.030 30.1807
168.266800 44.857 29.1550
169.486130 44.425 22.5842
170.714294 44.270 18.0930
171.951355 44.562 25.0051
173.197388 44.976 18.1797
174.452454 45.502 7.8774
175.716614 46.318 16.3223
176.989929 46.821 61.1624
178.272476 46.730 100.5942
179.564316 45.922 117.5139
180.865509 44.993 -7.1077
182.176132 44.242 -33.3638
183.496262 44.013 2.1687
184.825958 45.217 19.2764
186.165283 46.485 10.8701
187.514313 46.366 11.9258
188.873123 44.890 24.6472
190.241776 43.397 22.1672
191.620346 42.826 13.0974
193.008911 43.098 10.9336
194.407532 44.746 23.6636
195.816284 46.622 50.8179
197.235245 47.135 51.1213
198.664490 46.020 -61.8262
200.104095 44.151 -80.8477
201.554138 43.460 -41.4583
203.014679 44.222 -44.8608
204.485809 44.445 -53.6797
205.967590 44.050 -57.9783
207.460114 44.162 -59.5378
208.963455 44.695 -22.8101
210.477692 44.843 -38.3052
212.002899 44.762 -67.7939
213.539154 44.822 -107.8252
215.086548 44.471 -163.5071
216.645157 44.060 139.4146
218.215057 44.122 157.8831
219.796341 44.091 -171.0002
221.389069 43.667 -173.4705
222.993347 43.422 -148.0000
224.609253 43.121 -130.2300
226.236862 42.506 -76.4756
227.876266 42.391 -65.2051
229.527557 42.766 -65.8730
231.190811 43.439 -42.9119
232.866119 44.644 -27.0112
234.553558 46.029 -9.1711
236.253235 46.705 -19.1448
237.965225 46.092 -32.5442
239.689621 44.834 -43.3140
241.426514 45.366 -75.5598
243.175995 47.316 -70.7722
244.938141 48.469 -52.8027
246.713058 48.123 -56.4197
248.500839 47.194 -99.1094
250.301575 47.358 -129.8503
252.115356 48.315 -158.5815
253.942291 50.094 -172.4546
255.782455 52.159 -138.3662
257.635956 53.213 -129.6516
259.502899 52.768 -137.9219
261.383362 51.537 -111.1155
263.277466 50.610 -72.6685
265.185272 50.397 -67.9236
267.106903 51.055 -62.2476
269.042480 51.851 125.7095
270.992065 51.856 142.5552
272.955780 50.564 160.7563
274.933716 48.727 -177.9475
276.925995 47.591 -149.3848
278.932709 47.507 -122.1519
280.953979 48.155 -95.8872
282.989899 49.074 -90.8999
285.040558 50.250 -99.7542
287.106079 51.421 -113.5002
289.186554 52.509 -124.6892
291.282104 53.461 -128.2700
293.392853 53.376 -129.4714
295.518890 51.867 -127.4170
297.660339 49.957 -128.5107
299.817322 49.310 -131.3547
301.989929 50.223 -124.3772
304.178284 51.273 -114.9700
306.382477 51.739 -117.0701
308.602661 51.557 -127.1260
310.838928 50.775 -131.7512
313.091400 49.864 -124.2119
315.360199 49.393 -121.0779
317.645416 49.381 -124.6892
319.947205 49.509 -133.8662
322.265686 50.063 -149.2083
324.600952 51.065 -157.1226
326.953156 52.146 -160.7654
329.322388 53.374 -161.8755
331.708801 54.839 -160.9797
334.112488 56.133 -159.3604
336.533600 56.744 -178.9399
338.972260 56.969 177.2002
341.428589 57.030 -176.1443
343.902710 56.931 160.8992
346.394775 56.913 140.4651
348.904907 57.099 129.0171
351.433228 57.488 77.7234
353.979858 58.215 110.9080
356.544952 59.960 161.2026
359.128632 62.067 166.0474
361.731018 62.991 161.9656
364.352264 62.244 152.7483
