* Measurement data measured by REW V5.30.2
* Source: EXCL: Microphone (Umik-1  Gain: 18dB), MICROPHONE (Master Volume), L, volume: 0.540
* Format: 256k Log Swept Sine, 1 sweep at -20.0 dBFS with no timing reference
* Dated: Jan 29, 2024 4:05:00 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: sweep taken 0.5m from microphone, fan was run in oven for roughly a week at ~90degC; 
* Measurement: Bad Fan 5 -- Post-Oven
* Smoothing: 1/48 octave
* Frequency Step: 96 ppo
* Start Frequency: 20.0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
20.141602 63.331 -62.9720
20.287556 64.253 -68.8495
20.434568 65.306 -74.3109
20.582645 66.209 -79.4833
20.731796 66.840 -84.9802
20.882027 67.253 -90.1987
21.033346 67.465 -95.5770
21.185762 67.472 -101.0333
21.339283 67.278 -106.0041
21.493916 66.872 -111.1453
21.649670 66.213 -115.5113
21.806553 65.288 -119.2733
21.964573 64.019 -121.9463
22.123737 62.270 -122.0687
22.284056 60.287 -118.1384
22.445536 58.555 -105.6760
22.608185 57.397 -78.2138
22.772013 57.676 -50.9123
22.937029 59.342 -36.3451
23.103241 61.004 -30.7772
23.270657 62.146 -29.9358
23.439285 62.834 -30.9256
23.609137 63.044 -33.1340
23.780218 62.800 -36.2165
23.952539 62.124 -39.6212
24.126110 60.996 -44.1194
24.300938 59.366 -49.5411
24.477032 57.316 -57.8525
24.654402 55.073 -71.7026
24.833057 53.029 -96.9033
25.013008 52.445 -127.9258
25.194263 53.335 -147.8033
25.376831 54.659 -155.5505
25.560722 56.098 -156.6848
25.745945 57.296 -155.5064
25.932510 58.206 -152.8563
26.120428 58.780 -150.5072
26.309708 58.979 -148.0914
26.500359 58.710 -145.8610
26.692390 57.903 -143.1992
26.885815 56.394 -138.9142
27.080641 54.393 -130.3573
27.276878 52.302 -107.7557
27.474539 51.182 -56.0685
27.673630 52.186 -19.4676
27.874165 53.644 -4.7746
28.076153 54.445 3.5101
28.279604 54.535 12.5823
28.484529 54.096 27.1285
28.690941 54.269 53.2998
28.898848 55.380 85.7957
29.108261 57.339 105.9567
29.319191 59.386 115.6162
29.531651 60.886 119.6029
29.745649 61.814 121.0549
29.961199 62.151 120.9862
30.178310 61.911 120.5122
30.396996 61.067 119.9196
30.617264 59.563 120.2456
30.839128 57.332 123.0336
31.062601 54.510 134.3678
31.287693 52.603 176.4159
31.514416 52.444 -130.4931
31.742783 53.871 -115.7838
31.972803 55.108 -112.4730
32.204491 55.549 -113.2599
32.437859 55.213 -115.7491
32.672916 54.111 -119.6929
32.909679 52.248 -126.1066
33.148155 49.659 -138.0057
33.388359 47.418 -173.6302
33.630306 46.947 116.9844
33.874004 48.134 92.7065
34.119469 49.668 85.7348
34.366711 50.547 84.7911
34.615746 50.840 87.7754
34.866585 50.699 94.0400
35.119244 50.279 103.9380
35.373734 49.739 116.1487
35.630066 49.078 130.0531
35.888256 48.340 146.8455
36.148315 47.809 172.1503
36.410259 48.509 -148.3425
36.674103 50.422 -117.1980
36.939857 52.734 -103.6071
37.207539 54.495 -100.2047
37.477161 55.500 -101.6121
37.748737 55.663 -106.4132
38.022282 54.955 -115.1182
38.297806 53.473 -129.8182
38.575329 52.130 -164.6360
38.854862 52.057 120.8411
39.136421 53.535 83.3755
39.420021 54.844 66.2853
39.705673 55.376 54.4717
39.993397 54.945 44.5151
40.283207 53.516 35.8085
40.575115 51.031 29.7763
40.869141 47.766 32.4395
41.165295 45.449 133.6271
41.463596 45.317 167.3177
41.764057 46.156 170.5802
42.066696 46.480 175.7168
42.371529 46.576 -174.8130
42.678570 46.732 -164.4517
42.987835 46.760 -157.0274
43.299343 46.225 -152.5988
43.613110 44.868 -146.7318
43.929150 43.205 -123.8750
44.247478 43.285 -75.2830
44.568115 44.836 -60.1171
44.891075 46.122 -64.9201
45.216373 46.427 -78.0341
45.544029 45.780 -97.5310
45.874062 44.460 -124.7438
46.206486 43.094 -168.6393
46.541317 42.773 100.0524
46.878574 43.871 42.3454
47.218277 45.074 16.0206
47.560440 45.378 0.0995
47.905083 44.594 -7.0596
48.252224 43.955 17.9573
48.601879 45.404 98.7757
48.954067 47.586 105.9051
49.308807 48.808 101.6966
49.666119 48.556 95.3444
50.026020 46.837 88.4410
50.388531 44.354 80.6633
50.753666 42.926 -100.3823
51.121449 42.885 -101.3619
51.491894 44.123 -68.3204
51.865025 46.795 9.7358
52.240860 49.567 17.0430
52.619419 51.168 13.0351
53.000721 51.268 6.5391
53.384785 49.871 0.0820
53.771633 47.373 0.3739
54.161285 45.493 116.3723
54.553761 45.311 127.9941
54.949081 45.060 115.9342
55.347263 43.731 95.3975
55.748333 41.663 66.3738
56.152309 40.240 47.9501
56.559212 41.060 53.1246
56.969063 42.996 56.0295
57.381886 44.240 49.2483
57.797699 45.161 33.6199
58.216526 47.301 -139.6874
58.638386 50.061 -161.1338
59.063305 51.989 -177.5916
59.491302 52.603 165.9215
59.922401 51.852 149.4965
60.356625 49.781 134.8091
60.793995 46.804 133.2039
61.234531 44.383 -121.2477
61.678261 43.481 -116.2881
62.125206 43.076 -113.0018
62.575390 43.921 -48.7705
63.028835 45.943 -26.2795
63.485569 47.227 -33.4466
63.945610 47.021 -45.3981
64.408989 45.940 -58.4670
64.875725 46.135 114.8572
65.345840 48.119 105.0197
65.819366 50.191 101.0703
66.296318 51.913 101.6052
66.776726 53.330 103.2361
67.260620 54.198 102.6829
67.748016 54.145 100.2568
68.238945 52.992 99.5306
68.733429 51.387 120.3774
69.231499 51.229 -138.7078
69.733177 52.144 -126.0259
70.238495 52.123 -122.8837
70.747475 50.851 -109.5204
71.260139 49.565 -38.5294
71.776520 49.231 5.5402
72.296638 48.703 23.9656
72.820526 47.708 63.8266
73.348213 47.238 125.8168
73.879723 47.299 166.7808
74.415085 47.562 -151.6252
74.954330 47.686 -124.4797
75.497482 46.829 -111.0967
76.044571 45.078 -77.7368
76.595619 43.776 35.9928
77.150665 42.840 52.3375
77.709732 41.650 97.5021
78.272850 40.994 -178.5360
78.840050 40.349 -155.8864
79.411354 39.280 -109.9717
79.986801 38.569 -44.6970
80.566422 37.848 -19.5133
81.150238 36.359 -7.5834
81.738289 34.358 -17.9977
82.330597 33.332 -67.1437
82.927200 33.879 -71.8680
83.528122 34.735 -50.2645
84.133400 35.245 -18.0865
84.743065 35.801 41.2958
85.357147 36.754 90.3041
85.975677 37.655 121.7172
86.598694 38.736 141.0730
87.226227 40.253 121.9976
87.858307 42.061 41.3441
88.494965 43.263 15.0500
89.136238 43.014 13.3718
89.782158 41.810 36.5717
90.432755 41.260 64.7166
91.088066 42.239 -95.4467
91.748131 43.655 -107.1139
92.412979 43.783 -117.8480
93.082642 42.475 -145.8823
93.757156 41.495 132.2532
94.436562 42.379 133.4229
95.120888 43.736 140.9547
95.810173 44.467 130.3380
96.504456 45.314 -15.8973
97.203766 46.200 -35.9390
97.908142 45.999 -41.3229
98.617622 44.429 -42.7179
99.332245 41.867 -46.8804
100.052048 40.147 -77.1383
100.777069 42.163 -134.5918
101.507339 45.368 -163.9288
102.242905 47.466 169.2703
102.983795 48.102 145.8289
103.730057 47.599 128.8262
104.481728 46.881 114.9225
105.238846 46.505 94.3506
106.001450 45.954 68.3300
106.769577 45.250 60.1137
107.543274 45.061 -163.9558
108.322578 44.858 -179.1248
109.107529 44.698 -129.4298
109.898170 45.445 -61.3396
110.694534 46.080 -80.1638
111.496674 45.826 -121.6316
112.304626 45.120 160.5415
113.118431 44.579 145.6793
113.938133 44.986 -140.5168
114.763779 46.156 -115.2283
115.595406 47.607 -94.7354
116.433060 49.700 30.9359
117.276779 51.641 24.6089
118.126617 52.959 -37.2723
118.982613 54.319 -75.6047
119.844810 56.015 -48.1094
120.713257 57.172 -35.7916
121.587997 56.588 -39.1418
122.469070 54.081 -38.5265
123.356529 50.252 -21.9270
124.250420 46.217 14.4106
125.150787 43.612 55.0839
126.057678 42.216 49.3221
126.971146 41.234 44.8523
127.891228 42.301 105.5160
128.817978 44.410 114.1536
129.751450 45.639 101.0273
130.691681 46.072 34.2490
131.638733 46.231 -0.7551
132.592636 46.166 32.6357
133.553452 45.927 79.0389
134.521240 45.429 144.6490
135.496033 45.126 -175.7798
136.477890 45.759 -166.2296
137.466858 47.165 173.0891
138.462997 47.935 163.8171
139.466354 48.153 -129.5481
140.476990 48.457 20.8032
141.494949 48.465 52.9895
142.520279 47.158 54.7076
143.553040 44.345 90.9762
144.593277 40.884 -135.7899
145.641052 38.825 -89.5543
146.696426 39.312 -94.1901
147.759445 39.681 -103.8701
148.830170 38.550 -93.5730
149.908661 37.064 29.7823
150.994965 37.623 49.4136
152.089142 40.550 79.7656
153.191238 43.360 82.1755
154.301331 45.087 94.6379
155.419464 46.047 122.7192
156.545700 46.353 129.1501
157.680099 45.984 109.2734
158.822708 45.800 81.7668
159.973602 45.579 54.7985
161.132843 44.583 27.2225
162.300476 43.613 7.8531
163.476578 43.419 149.4302
164.661194 43.615 163.0852
165.854401 44.150 -101.2742
167.056244 45.299 32.7966
168.266800 46.577 55.3950
169.486130 47.655 146.2090
170.714294 48.540 -118.2468
171.951355 48.979 -45.6316
173.197388 48.746 91.5125
174.452454 48.053 122.7451
175.716614 47.691 134.2632
176.989929 48.668 45.0920
178.272476 50.369 60.8250
179.564316 51.414 55.5396
180.865509 51.338 29.3276
182.176132 50.310 9.9390
183.496262 48.917 14.2842
184.825958 47.760 7.8142
186.165283 47.873 -45.3533
187.514313 48.683 -86.1865
188.873123 48.745 148.1941
190.241776 47.698 139.8721
191.620346 46.023 -130.6079
193.008911 45.075 -123.3538
194.407532 46.049 -168.3235
195.816284 48.122 -14.6057
197.235245 49.599 -29.7910
198.664490 49.622 -23.8767
200.104095 48.699 101.8347
201.554138 47.812 10.9766
203.014679 47.400 -69.1172
204.485809 46.816 -131.8794
205.967590 45.840 -167.3870
207.460114 44.966 94.3047
208.963455 45.199 -9.4563
210.477692 46.121 -38.2827
212.002899 46.442 -26.0862
213.539154 46.722 -22.6040
215.086548 48.159 -82.3154
216.645157 49.936 -111.0110
218.215057 50.896 -131.7095
219.796341 50.683 -171.0918
221.389069 49.865 169.1599
222.993347 48.608 -174.6638
224.609253 47.004 -173.8105
226.236862 45.704 167.0801
227.876266 45.728 97.6562
229.527557 46.861 84.5610
231.190811 48.101 69.9604
232.866119 49.097 57.4792
234.553558 49.304 40.6479
236.253235 47.908 34.9556
237.965225 45.468 161.8921
239.689621 44.001 -161.8955
241.426514 44.516 -58.4336
243.175995 45.814 -41.0393
244.938141 47.031 -32.8916
246.713058 48.515 -21.0708
248.500839 49.635 -16.9639
250.301575 49.590 -37.7288
252.115356 48.808 -96.6228
253.942291 47.578 -78.7878
255.782455 46.182 -35.7407
257.635956 45.517 0.6069
259.502899 46.625 0.8284
261.383362 49.334 -25.4255
263.277466 51.554 -29.9802
265.185272 51.864 -32.0391
267.106903 50.127 -179.6626
269.042480 47.270 -169.0872
270.992065 45.851 -103.1682
272.955780 47.378 -93.1316
274.933716 49.091 -93.7351
276.925995 49.995 -88.1365
278.932709 51.239 -56.7019
280.953979 53.299 -51.5132
282.989899 55.137 -73.9714
285.040558 55.827 -67.2275
287.106079 55.415 -81.8303
289.186554 54.309 -106.1196
291.282104 53.014 -94.1289
293.392853 52.244 -92.6797
295.518890 52.403 -105.9792
297.660339 53.190 -121.2900
299.817322 54.267 -126.6074
301.989929 55.628 -126.0857
304.178284 57.452 -128.3330
306.382477 58.914 -117.2563
308.602661 59.036 -106.8503
310.838928 57.665 -111.8379
313.091400 55.526 -138.8584
315.360199 54.107 -157.5747
317.645416 54.335 -159.4641
319.947205 54.741 -155.1650
322.265686 54.529 -152.1943
324.600952 54.182 -158.7993
326.953156 54.166 -163.9009
329.322388 55.018 -178.0410
331.708801 56.737 -163.2542
334.112488 58.191 -128.8259
336.533600 58.543 -137.7861
338.972260 57.968 -175.5132
341.428589 56.985 172.8062
343.902710 56.448 174.1313
346.394775 56.770 165.3474
348.904907 56.892 158.2290
351.433228 56.285 133.0371
353.979858 55.506 120.9023
356.544952 55.019 137.4602
